document_id,entity,entity_type,source,method,confidence,evidence
150974,Chính phủ,CoQuan,content_clean,heuristic,0.8,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,Quốc hội,CoQuan,content_clean,heuristic,0.8,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
163441,Chính phủ,CoQuan,content_clean,heuristic,0.75,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Tài chính,CoQuan,content_clean,heuristic,0.75,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Lê Minh Khái,NguoiKy,content_clean,heuristic,0.75,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Bảo hiểm,LinhVuc,content_clean,heuristic,0.7,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Tài chính,LinhVuc,content_clean,heuristic,0.7,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,Bộ Tài chính,CoQuan,content_clean,heuristic,0.8,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
164719,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Ngân hàng,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Đoàn Thái Sơn,NguoiKy,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Ngân hàng,LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
164719,Chính phủ,CoQuan,content_clean,heuristic,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
166170,Quốc hội,CoQuan,content_clean,heuristic,0.75,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Ngân hàng,CoQuan,content_clean,heuristic,0.75,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Vương Đình Huệ,NguoiKy,content_clean,heuristic,0.75,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Tín dụng,LinhVuc,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Ngân hàng,LinhVuc,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Bộ Tài chính,CoQuan,content_clean,heuristic,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,Chính phủ,CoQuan,content_clean,heuristic,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166269,Quốc hội,CoQuan,content_clean,heuristic,0.75,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Vương Đình Huệ,NguoiKy,content_clean,heuristic,0.75,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Bộ Tài chính,CoQuan,content_clean,heuristic,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
166269,Chính phủ,CoQuan,content_clean,heuristic,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
168220,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Ngân hàng,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Đào Minh Tú,NguoiKy,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Ngân hàng,LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,Chính phủ,CoQuan,content_clean,heuristic,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168859,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Ngân hàng,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Đào Minh Tú,NguoiKy,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Ngân hàng,LinhVuc,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,Chính phủ,CoQuan,content_clean,heuristic,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
169221,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 43/2024/TT-NHNN Hà Nội, ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 1"
169221,Ngân hàng,CoQuan,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 43/2024/TT-NHNN Hà Nội, ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 1"
169221,Phạm Thanh Hà,NguoiKy,content_clean,heuristic,0.75,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 43/2024/TT-NHNN Hà Nội, ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 1"
169221,Trung ương,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 43/2024/TT-NHNN Hà Nội, ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 1"
169221,Tổ chức tín dụng,DoiTuongApDung,content_clean,heuristic,0.7,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 43/2024/TT-NHNN Hà Nội, ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 1"
